Strategic National Action Plan for Disaster Risk Reduction and Climate Change Adaptation 2010-2020	MDV	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2dGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--4da17b87c4e13fa8651335c00c1afc22d98c4690/f|
Disaster Management Act	MDV	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2tGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--99fc78b22668115fc42a659fcbc3074ec9c55c80/f|
Environmental Levy (Budget Amendment) Act 2017 (No. 36 of 2017)	MDV	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa29GIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--fca4c15e5443a5e0e905a6efb9a66d6bd5896488/f|
Regulation on the Protection and Conservation on Environment in the Tourism Industry 1999	MDV	Full text (PDF) - Unofficial translation |https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcTRNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2a43e7a7fe45f884bb1087d775e701eb6d33bf14/1999%20Regulation%20on%20the%20Protection%20and%20Conservation%20of%20Environment%20in%20the%20Tourism%20Industry_unofficial%20translation.pdf|en
Decree No. 01-397 / p-rm laying down the procedures for the management of atmospheric pollutants	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdkVIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5788c3172cbbb7be4b4a6b79c00e8817635f862c/f|
Decree No. 2011-107-PM-RM of March 11, 2011 establishing the National Climate Change Committee of Mali	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdVFIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6168e367b0c95465d83e0e58fbd60d9ec4134fe8/f|
Order No. 2013-2374 / MSIPC-SG establishing the Steering Committee for Disaster Risk Management and Adaptation to Climate Change Project	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0lIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--64485304fa17dcbd67baa8eef2583dda2ee446a5/f|
Decree No. 2016-0006 P-RM 15 January 2016 establishing the National Mechanism for Early Warning and Response to Security Risks	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUlIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--61fbe2701513fca5ccfd42c139d17ab9beda70ac/f|
Order no. 2016-0062 / MEADD-SG	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdjhHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f960c426f49724fac0d424be6538c232f08f8dce/f|
Decree No. 2016-0528-P-RM of 26 July 2016 laying down the organization and modalities of operation of the Management Unit of the Great Green Wall	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdUVIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--37cc6b64a6f7544d7abd0e2db877deb9848b9c63/f|
Decree No. 2014-0816-P-RM of 27 October 2014 suspending the collection of Value Added Tax, duties and taxes on renewable energy equipment on importation	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDRIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c81289988e632f3c587e01c7a799457a6da7326c/f|
The National Strategy for Biofuel Development, Scaling up Renewable Energy Program (SREP)	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaElIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b811345bd620c6347960333259ebede6cb99a3d7/f|
Ordinance No. 2016-007 P-RM of 25 February 2016 establishing the Project to Strengthen Resilience to Food Insecurity in Mali	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDBHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c8b1cf75236279e8e7f16326c71d1b6f2d84ff28/f|
Ordinance No. 2014-012-P-RM of 1 October 2014 establishing the Renewable Energy Agency of Mali	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHdHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a1daeb76f442642307b487af4cbde26474db2b90/f|
National Policy on Climate Change	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb29IIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e793866718140098f0e53aa762ab6fd24dcccc4f/f|
The National Agricultural Policy and Agricultural Development Policy	MLI	
The National Policy for the Protection of the Environment	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUVHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--dd50f8b6253e0ad9214525f5ebccb4fdf3909eda/f|
National Energy Policy	MLI	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcUFHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c5ec7f71ecbf72b2126185054df37566773f6413/f|
The National Forest Policy	MLI	Full annexes|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcHNHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--929c6e7ef85570ce9bf568cb62120ca6ec71ddcc/f|
Decree No. 2016-0006 P-RM instituting the National Mechanism for Early Warning and Security Risk Response	MLI	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbWtGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8c1736165451e2b94d5afa286cc492ce314334f2/f|
Order No. 2017-3581-MEADD-SG (National Steering Committee on climate risks and floods management)	MLI	Order No. 2017-3581|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbW9GIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2a8dfdf44141f9faa2af159158e4d0a7a9284ceb/f|
Order No. 2017-2614 / MEADD-SG establishing the National Steering Committee of the Global Alliance Against Climate Change in Mali Phase 2 (AGCC-Mali 2)	MLI	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbXNGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ab53a0727614be6499255ce31d7b5c2aba4eb049/f|
Decree No. 2016-0102 P-RM on food insecurity	MLI	full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbXdGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--8e1e7318dad20c1c0af35285bde45a8c5e10384d/f|
Order No. 2014-0230-MEA-SG establishing the organisational and operational modalities of the National Climate Change Committee of Mali	MLI	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbTBGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--ec26efe9e1dd7a76c4e7633a877081106da1c666/f|
Order No. 2014-0668-MEA-SG establishing the composition, and operating procedures of the Steering Committee of the Mali Climate Fund	MLI	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbTRGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e2e44b7287b3d56c769dabcecc8b1ea483c72c4f/f|
Order No. 2016-2223 / MEASS-SG on sustainable land management	MLI	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbThGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--046f1025d4a4b59c1d46e324da1cfba0d9389900/f|
Order No. 2013-2374 / MSIPC-SG (Steering Committee of the Project for Disaster Risk Management and Adaptation to Climate Change)	MLI	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkFGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5bb2e15d00a35a9e6dbfae3bbae87d2a0982405f/f|
Order No. 2014-0229-MEA-SG	MLI	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbkVGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--554fabd5b010099ad6f2c24d74bacb56e60f9f49/f|
Decree No. 2016-0346 / P-RM (National Strategy on Disaster Risk Reduction)	MLI	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbklGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--15f66f87c1c653860ca534c4ed484c2a6ea77eea/f|
National Contingency Plan for Disaster Preparedness and Response	MLI	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbk1GIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--553d039f457baf00446a53a283fd50f25f6fadd5/f|
National Climate Change Adaptation Strategy	MLT	full text (pdf)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdDBLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5e469441d2c9e4b02f23a40dd45c71d9009c95fc/National%20Adaptation%20Strategy.pdf|en
Climate Action Act	MLT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBb2tIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b63fc6eb8dc08d1d23b99503b011707f9aec2d60/x|
National Transport Strategy 2050	MLT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbU1HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2624e4f8226bf6f885a42468954c12a7ecc0d48d/f|
National Strategy for Policy and Abatement Measures Relating to the Reduction of Greenhouse Gas Emissions	MLT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbVFHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--68643fefa56e540d8a0f7ef3eba85ec89218580d/)|
National Strategy for the introduction of electric mobility in Malta and Gozo	MLT	full text (pdf)|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MLTNational-Strategy-for-the-Introduction-of-Electromobility.pdf|en
Motor Vehicles Registration Tax (Amendment) Act, 2009	MLT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbElHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--1ea42f9a31ffe6263bf237f50595629aa9939a36/f|
National Environment Policy	MLT	full text (pdf)|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/02/MLTNational-Environment-Policy.pdf|en
ACT No. XXXIV of 2014 and associated feed-in tariffs regulations	MLT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEVHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f556679a121efbdf67f18cb07b5b75b3139cde87/x|
Malta’s 2030 National Energy and Climate Plan	MLT	Full text (PDF)|https://ec.europa.eu/energy/sites/ener/files/documents/mt_final_necp_main_en.pdf|en
National Energy Policy and Energy Action Plan	MHL	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBak1HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e3a24fcea601c6723c1496ba623ec1f48fcdd62d/f|
National Climate Change Policy Framework	MHL	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcElIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--581eecfdec5c3b745d85c368844568eb3ce7485d/f|
Joint National Action Plan for Climate Change Adaptation & Disaster Risk Management 2014 - 2018	MHL	full text 1|https://pafpnet.spc.int/attachments/article/782/RMI-JNAP-CCA-DRM-2014-18.pdf|en;full text 2|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/2018/03/MHL-marshall-adaptation-RMI-JNAP-CCA-DRM-2014-18.pdf|en
2050 Climate Strategy	MHL	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdFFGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--c959b1b0f0cef4c8f989b8d9ba3c634ac8d86f04/f|
Marshall Islands: National strategic plan 2015-2017	MHL	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbjhGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2d4b320ae9a9ad9a7ebf56c975051ff2f1b6343a/f|
Decree no. 2010-245 (establishing the National Agency for Renewable Energy Development)	MRT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdnNJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--640ed0a4bd641644e7f87c35820b4a8af7482ee4/f|
Decree no. 2010-282 (setting the rules for the National Agency for Renewable Energy Development)	MRT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdmtJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--63e7d45e9fb20fbb188f6a07cbea8354b0f35136/f|
Law no. 2000-045 (on the Environmental Code)	MRT	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2dIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--b33f2bfc5a458036d0facdc76ee91cedd6096b79/f|
Energy Efficiency Act	MUS	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc2tIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--e91829a51f2e83deeb8792435b8b9cc8fe40b83d/f|
National Environment Policy	MUS	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBakVIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--21353e1ac9832cd18f586e8ead460ac9cde08bc0/f|
Long-term Energy Strategy	MUS	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBZ0VIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a6d37f6c9e0b8c6d1e7c69f86d00c23e35ec775e/f|
Renewable Energy Agency Act 2015 (No. 11 of 2015)	MUS	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHNHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a277ff96e0204804a5cf70c5d022e7e0b25ea76b/f|
National Disaster Risk Reduction and Management Act 2016 (No. 2 of 2016)	MUS	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0VFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--31fc10a04f87d66a6d7c63c8175d7edb97331776/f|
Renewable Energy Roadmap 2030 for the Electricity sector	MUS	Full text (pdf)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWtFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5fee21336d27586fba4d1d2242b67606f528622b/f|
Energy Reform Package	MEX	Presentation|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbHdKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--807cfb8ccbe78912ff9d3870ca98dd38a4a0e5dc/f|;full official explanatory text (pdf)|http://www.lse.ac.uk/GranthamInstitute/wp-content/uploads/laws/1447%20explanation.pdf|es
National Climate Change Strategy	MEX	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2tKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9485bce88e3580a3c1fe4179b9b9cfae2ef7b1df/f|
General Law on Climate Change	MEX	Full text - English|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcDBIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--28aff036b72371f33dddeb4ef4eb690102917481/f|;Decree updating the General Law (April 2018) - Spanish|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcDRIIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--27e59ed40141edb2e4a0be2cb71678845f587a0f/f|
Law for Bioenergy Promotion and Development	MEX	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbG9KIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--f65c1d5042cf594c39c75a783f39b90716254c94/f|
Accelerated Depreciation for Investments with Environmental Benefits	MEX	#N/A|http://www.sat.gob.mx/Deduccion_inmediata_inversiones/Paginas/default.aspx(13-mar-18)|
Special Tax Law on Production and Services (carbon tax and credits)	MEX	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbGdKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--aaa25a1fb2d9b5fb083f9f0360102d4e40bfdf45/f|
Energy Transition Law	MEX	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaG9JIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5536e0f3bcda56997f1995b06c3df44ad3f52896/f|
Transition Strategy to promote the use of cleaner technologies and fuels	MEX	Full text (previous strategy)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa01HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--21cfc44dadb0ce6cdca00d4d1abbc51b72b1d556/f|es;Link to current strategy|https://www.dof.gob.mx/nota_detalle.php?codigo=5585823&fecha=07/02/2020|es
Decree issuing the Electricity Industry Law, the Geothermal Energy Law and amending the Law on National Waters	MEX	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBaFVHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--28d0f1e80b708d2c376b257abd7f16cb5df70172/c|;Full text|http://extwprlegs1.fao.org/docs/pdf/mex138547.pdf|;Government website|https://www.gob.mx/sener/documentos/ley-de-la-industria-electrica-y-la-ley-de-energia-geotermica|
Organic Law of the Federal Public Administration	MEX	Full text|http://www.diputados.gob.mx/LeyesBiblio/ref/loapf.htm(24-mar-18),http://www.diputados.gob.mx/LeyesBiblio/pdf/153_090318.pdf(24-mar-18)|
General Law for Sustainable Forest Development	MEX	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdHdGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--330b206fa59bfb87f81e15f8bc6c853a1e460e21/f|es
Law of General Ecological Balance and Protection of the Environment.	MEX	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc01GIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--5e1893aadf2e02d2cbbf42fab8cbe8fd74a0384d/f|
Decree approving the Special Climate Change Program 2014-2018	MEX	Full text (PDF) (Spanish)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBckFGIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--164111eb0da82eb5c56ce7f31ee874b1ddaaf858/f|
General Tourism Planning Programme of the Territory	MEX	Link to official website|https://dof.gob.mx/nota_detalle.php?codigo=5567142&fecha=05/08/2019|
2020-2024 Energy Sector Program	MEX	Link to full text (PDF)|https://www.gob.mx/cms/uploads/attachment/file/562631/PS_SENER_CACEC-DOF_08-07-2020.pdf|es
National Development Plan 2019-2024	MEX	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBa2tNIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6e7d49414dc90e5a75916e0e48b042f0de5c6733/PLAN-NACIONAL-DE-DESARROLLO-2019-2024.pdf|es
Sector Program for the Environment and Natural Resources (PROMARNAT) 2020-2024	MEX	Link to official website|https://www.gob.mx/profepa/acciones-y-programas/programa-sectorial-de-medio-ambiente-y-recursos-naturales-promarnat-2020-2024|es
Institutional Program of the National Institute of Ecology and Climate Change 2020-2024 (PIINECC)	MEX	Link to official webpage|https://www.gob.mx/inecc/documentos/acuerdo-por-el-que-se-aprueba-el-programa-institucional-del-instituto-nacional-de-ecologia-y-cambio-climatico-2020-2024|es
Federated States of Micronesia Climate Change Act	FSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBdWdJIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--374692e2674882c4d01761f9b071764a05b42cda/f|
Nationwide Integrated Disaster Risk Management and Climate Change Policy	FSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFlKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--9058680fb09a1c149f5763247f8c153ac16e49ca/f|
Energy Policy	FSM	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFFKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--743b0142f3c4ec3e05f2d80711c8bb092be72334/f|;Full text - part 2|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbFVKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--6e6ea73ff2b717d059b3b8b71a3563196fba1afc/f|
Environmental Protection Act	FSM	Full text|http://prdrse4all.spc.int/node/4/content/federated-states-micronesia-environmental-protection-act-chapter-5-general-provisions(6-mar-18),http://prdrse4all.spc.int/system/files/environmental_protection_act_0.pdf(6-mar-18)|
National Program for Energy Efficiency 2011-2020	MDA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbnNHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--22b6f90ca995b4e07b51a53582aac6d92d5ac8b4/f|
National Strategy on Agriculture and Rural Development for the period 2014-2020	MDA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbmdHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--2641c9d0e68c17b12b340a60235da95ac181c5f3/f|
Strategy for Sustainable Development of Forestry Sector (Parliament Resolution No. 350-XV of 12.07.2001)	MDA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbk1HIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--691ff21b0542f375accc082690f41b7b597bc6de/f|
Strategy on Biological Diversity of the Republic of Moldova for 2015-2020	MDA	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbXNHIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--37187b314e7d57039a1b0c4a55acd0e0dff3f26d/f|
Law No. 128 on energy efficiency of buildings	MDA	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBc0FFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--a10a3489d505a7fdaa26ac4c57bd5d5a7c0e173f/f|
Law No. 1136-XIV on energy saving	MDA	Full text (PDF)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBcjhFIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--3d75c1b095e5e62084c8df8f1f5dc7204333b802/f|
Law no 1.456 (Environmental Code)	MCO	Full text (pdf)|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbTBLIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--41284ea637f6f258c302071e352756d695962eaf/MCO-environmental-code-JO-8.361_22-dcbr-2017.pdf|fr;Full text|http://journaldemonaco.gouv.mc/Journaux/2017/Journal-8361/Loi-n-1.456-du-12-decembre-2017-portant-Code-de-l-environnement|fr
Energy Climate Plan	MCO	Full text|http://www.gouv.mc/Action-Gouvernementale/L-Environnement/Le-Plan-Energie-Climat-dans-la-cite|
Green Development Policy (GDP)	MNG	
Law on Air Quality	MNG	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbEVKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--739a93388139d039f590293d5255e0b213d91c12/f|
Law on Soil Protection and Prevention of Desertification	MNG	Full text|https://climate-laws.org/rails/active_storage/blobs/eyJfcmFpbHMiOnsibWVzc2FnZSI6IkJBaHBBbElKIiwiZXhwIjpudWxsLCJwdXIiOiJibG9iX2lkIn19--76f642d93c42f2c2e678238f998bc27fcd9c410f/f|
